;celltypetarget_donor1;celltypetarget_donor2;celltypetarget_donor3;celltype2_donor1;celltype2_donor2;celltype3_donor1;celltype4_donor1;celltype4_donor2;celltype4_donor3;celltype5_donor1;celltype5_donor2;celltype6_donor1;celltype6_donor2;celltype7_donor1;celltype8_donor1;celltype8_donor2;celltype8_donor3;celltype9_donor1;celltype9_donor2;celltype9_donor3;celltype9_donor4;celltype9_donor5;celltype10_donor1;celltype10_donor2;celltype11_donor1;celltype11_donor2;celltype12_donor1;celltype12_donor2
chr11:63381712..63381727,-;20.28080557;25.55350763;18.90527701;0.033509657;0;0;0.271982568;0;0;0.029852841;0.131989277;23.86760816;1.62385018;0.220074079;0.284438489;0.566270139;0.928989137;0;0.132969058;0.173405648;1.010355593;0;0;0;0.825727644;1.395924828;0.119812428;0.418749737
chr11:63381737..63381757,-;38.02651045;54.05549692;25.99475589;0;0;0.3847719;0.349762267;0;0.055994043;0.029852841;1.311589909;24.77354387;2.528271432;0.281897203;1.102084074;0.461692539;1.476800985;0.081434046;0;0.613024997;2.009819541;0;0.801220621;0.258543432;1.884218799;6.172440321;0.119812428;0.534494252
chr11:63381763..63381783,-;20.28080557;27.51916207;17.7236972;0;0;0.083783182;0.388405736;0;0;0.157647067;1.809266159;28.93961267;3.245105155;0.717857271;0.895550022;0.737574648;1.234441509;1.803209449;0.918944359;0.279096843;1.414775563;0;0;0.258543432;1.897713886;6.555254402;0;0.068492108
chr11:63381788..63381799,-;7.605302089;3.931308867;3.54473944;0;0;0.083783182;0.234324625;0;0;0.127794226;0.350376729;27.21776974;0.598019965;0.605726187;0.34074416;0.314702237;0.833916661;0.827634288;0;0.191796622;0.213782645;0;0;0.129271716;0.691923521;3.630539905;0;0.361684181
chr11:63381872..63381895,-;7.605302089;13.75958103;14.17895776;0;0.092588445;2.261180008;4.147170188;0.049543721;0.055994043;0.524264021;1.839920204;231.2468491;10.32758687;4.062197568;2.125290134;6.243341822;5.922392035;6.902028832;0.785975301;5.651706084;3.698290757;0.271310803;6.142691428;2.456162599;6.249168138;38.71123703;1.532809101;5.195455408
chr11:63381898..63381917,-;10.14040279;14.74240825;17.7236972;0.067019315;0;8.350208294;10.87224789;0.209617478;0.103252408;1.448638683;7.021221359;134.7834706;15.96812173;7.68517764;3.835543802;10.04006949;8.857438784;11.76036679;3.953554603;8.378540699;6.896862856;2.328372821;8.279279751;6.075770641;7.084810404;60.90936454;7.085785956;13.0596171
chr11:63395783..63395798,-;3.802651045;2.94848165;1.77236972;0.889995544;1.018472897;0.359952314;1.909991619;0.888013632;2.284997426;0.731107095;0.873361155;3.689023529;0.974468548;0.720570369;1.775060566;0.989142549;1.336006051;0.666953514;0.664845291;0.516804334;1.378014535;0.539453454;2.403661863;1.809804021;1.727004968;0.59325671;1.198124277;2.641350097
chr11:6341724..6341760,-;8.872852438;0.982827217;15.95132748;88.80734665;30.64677535;101.4947327;62.18500549;18.25851957;130.55475;84.23407774;2.991787181;56.41197387;147.5690323;58.03889258;216.923274;313.9200966;227.4718565;450.683084;116.3808003;172.5639323;48.76538051;141.284381;195.230758;135.993845;79.61597116;10.01953647;99.23260235;111.2210977
chr11:63438790..63438835,-;10.14040279;17.6908899;4.726319253;5.454478039;1.666592013;3.066226311;4.211637826;8.211856166;10.15862519;6.887439048;2.761175801;16.66023342;4.340010134;14.04720049;9.605558571;13.35618624;8.6493219;3.044021997;7.363393924;6.239175086;5.133514211;1.814862517;8.01220621;7.62703123;6.722075778;3.524850517;17.88970704;11.73857413
chr11:63438836..63438930,-;40.56161114;55.03832413;30.13028524;35.32287796;32.86889803;27.87342782;26.2649667;71.4728698;73.24685164;41.77629628;43.74584926;121.3223869;39.1488206;43.98150292;92.95051641;97.74396314;80.35992;39.57615089;56.59658168;50.50206572;43.19640387;27.43830129;58.75617888;57.65518523;72.52652181;68.96843759;78.04555199;86.48408031
chr11:63438972..63439012,-;2.535100696;2.94848165;7.08947888;4.628973653;3.148007135;3.068414091;1.913240471;1.930230938;6.753077896;4.35367504;1.461694992;2.5408695;2.407665719;2.287763008;2.392715567;3.687873238;2.899659238;1.626666763;2.889802137;4.106023077;2.88947745;2.177073187;2.937808944;5.17086863;3.754435711;3.362487235;4.693487272;4.858439353
chr11:63439013..63439091,-;8.872852438;9.828272167;13.58816785;11.42883627;12.68461699;10.48641699;6.688826247;4.722250856;4.462924774;6.643423676;4.353041326;2.046610526;8.196431313;6.647501809;1.93742351;1.896368009;2.888395618;5.476453108;5.24772804;8.97781895;5.428993152;6.098210694;4.540250186;4.26596662;4.310021103;5.809471688;6.89566602;4.997439624
chr11:63439093..63439130,-;1.267550348;1.965654433;3.54473944;2.090497494;3.703537806;6.978206274;1.844466653;2.331680641;1.422015576;2.438437827;2.26508475;6.093784555;2.587732077;2.609928001;0.724685851;0.293980605;0.83185481;4.351684449;2.357925903;2.536232786;2.745130766;2.235790614;2.403661863;1.551260589;1.25945074;3.391418542;2.706180919;2.421892996
chr11:63439140..63439169,-;2.535100696;3.931308867;2.953949533;1.779608001;1.574003568;4.266198222;2.404829115;0.971587565;1.224246436;2.473971705;0.698767125;2.856447599;2.796972952;2.380002751;1.284088024;1.688866507;1.404589144;4.058924714;4.062845564;2.869346394;1.986687538;2.184895303;1.869514782;1.939075736;3.714270422;0.948526325;2.036811272;2.62636129
chr11:63448936..63448947,+;5.070201393;7.862617733;4.726319253;3.345862972;4.444245368;4.342844762;6.391576616;7.353329258;2.801259468;4.159919081;4.383578978;14.51804575;5.431483698;3.20254559;0.880494725;1.93946497;1.823617607;1.772420317;4.051006515;3.947548545;4.76584861;2.956101991;3.739029565;4.783053483;5.582460129;6.36315394;6.271851422;2.937163604
chr11:63448962..63448982,+;31.68875871;57.98680578;43.71845309;57.64892991;50.55329106;76.96751107;89.53765361;110.4855565;48.64469277;40.16267355;62.83083585;337.3360132;58.30295784;54.00343987;62.97631179;89.9026681;100.5804844;45.19942448;55.97909259;46.39072505;68.12997246;60.77132293;54.48300223;74.46050828;103.4571807;51.60710083;58.31310348;53.1900352
chr11:63449077..63449099,+;2.535100696;4.914136083;2.363159627;3.702394681;6.11083738;13.92309783;16.83860275;9.935847783;2.356442948;3.354918019;17.96973517;9.375576349;9.413640411;16.27445459;18.61312435;15.88460359;15.65868942;9.233934888;14.37523687;15.29129714;21.55800817;9.395180234;14.42197118;19.26148565;12.56552288;6.156078911;28.51246117;16.26812717
chr11:63536222..63536286,-;8.872852438;3.931308867;5.907899067;2.901480463;2.592476464;14.40049221;11.13604651;0.850682652;3.264216356;2.124819876;2.79473089;14.23877419;8.764269499;7.738099924;3.779227528;4.490235918;4.26426719;16.72609382;2.514573059;8.886624454;8.9761117;13.70238781;7.210985589;3.748879757;4.706112917;4.758425455;8.858219913;4.342361752
chr11:63536679..63536723,-;1.267550348;0.982827217;2.363159627;0.496799144;0.370353781;1.935371703;2.325571126;0;1.141154269;0.538902934;0.402347077;2.524401528;1.241375962;0.967922084;1.718754895;1.685273933;1.703882844;5.394701128;3.542808379;1.347050625;3.521275798;5.441763274;0.801220621;1.163445442;1.702581657;0.746390466;3.040865743;1.63877044
chr11:63606373..63606418,+;5.070201393;4.914136083;4.135529347;1.422913766;1.296238232;1.199971911;1.371382534;3.085547596;1.371177229;1.572217049;3.243972633;2.954368639;2.658593865;0.99378395;0.589502165;2.087424711;1.151449467;3.606418898;0.664845291;1.222845862;0.915043589;0.675108855;1.335367702;1.034173726;1.483820033;1.227843731;1.05355939;0.793473875
chr11:63606558..63606623,+;6.337751741;11.7939266;8.271058694;25.87532943;22.40640373;13.66329724;12.47794759;16.10506642;9.959280334;23.35317988;25.82332236;10.24664735;17.93077538;17.04169749;8.767298401;9.248769716;10.47525725;16.78612063;9.22496074;15.84195076;12.99849482;14.84055865;10.41586807;13.31498672;10.38087831;14.97010344;11.27922093;11.1130018
chr11:63655987..63656083,+;3.802651045;2.94848165;1.181579813;12.24741787;7.684840948;0;0;3.439175359;8.459312679;10.98765245;1.03162861;0.24052271;0.017461245;0.037377028;0;0.063134335;0.150594606;0.909068335;0.653006243;0.537413125;0.547391305;1.043655829;0.534147081;0;2.120023118;2.761149103;0.239624855;0.048260436
chr11:63678137..63678143,+;3.802651045;2.94848165;4.135529347;5.235360555;4.259068477;2.880011105;1.641394049;2.750145451;1.534003661;4.411216146;5.14786692;0.779262773;3.784889999;3.100632341;1.63987688;1.874676938;1.670128492;3.849786344;3.808746496;4.002758177;1.628558208;3.072150546;4.807323726;2.973249462;3.746041492;0.569633586;0.718874566;1.574915821
chr11:63706444..63706486,+;1.267550348;11.7939266;7.08947888;6.560621789;5.92566049;6.57784669;7.79351792;7.381528082;9.157892382;7.187432634;6.422333416;5.531471344;6.477287908;10.55848772;3.874836417;4.863795657;5.04245194;5.104446646;7.87159206;10.36294081;8.436901293;5.687825876;9.881720993;8.273389808;10.93519755;13.90670724;6.37086126;8.132887835
chr11:63742050..63742104,+;301.6769829;205.4108883;233.3620131;229.8574756;196.1949153;314.0097749;187.3229413;353.4985805;250.3616291;211.3390722;188.2214543;254.7007576;310.6029386;233.8893446;216.3762875;195.0547571;167.4123024;710.5555913;258.2516412;388.6983586;222.6901802;410.1085812;348.2638966;160.0383841;256.2520475;95.37951025;192.4379812;250.0391543
chr11:63742116..63742139,+;30.42120836;10.81109938;23.04080636;15.37337395;10.4624943;23.52706797;22.02964881;44.69875452;20.68924936;18.92597488;16.56860429;21.62122127;38.50621918;35.99619216;16.85265686;6.663455473;10.37490727;59.24075962;21.43991505;42.82347829;18.11292983;46.29298106;32.58297192;12.79789986;21.49014556;2.045670703;13.43189476;18.89852279
chr11:63753883..63753929,+;59.57486637;53.0726697;56.12504113;157.7535327;157.2151799;88.55689769;100.8096059;85.65966387;160.6395932;137.2576867;70.86474636;42.35359275;161.368597;94.02847966;94.980991;79.36482297;91.96885963;208.7785872;73.04012824;131.8786957;130.3239999;154.4214306;123.6550492;81.1826375;109.2729457;126.4716942;82.78854418;76.64527229
chr11:63808668..63808671,-;1.267550348;2.94848165;1.181579813;0;0.092588445;0;0.077286937;0.078001422;0;0.029852841;0.050544651;0;0.39111741;0.037377028;0.099503202;0.377836572;0.132825479;0.827634288;0;0.04249826;0;0.205810084;0;0.387815147;0;0.054521798;0.119812428;0.304618626
chr11:63933424..63933443,-;5.070201393;2.94848165;1.77236972;0.033509657;0.18517689;0.083783182;0;0.078001422;0;0.224672206;0.037063394;1.11038982;0.787358998;0;0.262839724;0.146990302;0.095017748;0.827634288;0;0;0.226036321;0.33364337;0;0;0;0.054521798;0;1.112140485
chr11:63933445..63933502,-;41.82916149;22.60502598;20.67764673;0.901907541;3.610949361;1.195988947;0.714443573;0.209617478;0.406962845;2.361391406;0.192301458;12.74803366;7.079039306;0.172538437;0.695559437;1.326505296;0.609228142;4.876941111;1.82604967;3.219275937;1.557746898;2.122562736;1.335367702;0.129271716;0.03332433;0;3.71023539;4.130836153
chr11:63933504..63933517,-;1.267550348;2.94848165;2.363159627;0.033509657;0.277765335;0;0;0;0;0.029852841;0.039049785;0.585371269;0.464667111;0;0.049751601;0.12626867;0.073927575;1.038959977;0;0.066605545;0;0.197987968;0;0;0;0;0.933746962;0.32384227
chr11:63933550..63933572,-;1.267550348;1.965654433;0.590789907;2.156971196;2.68506491;2.830371931;1.45014776;0.295760727;0.425325292;2.910315623;0.247899417;2.804942587;8.089286567;1.090211782;1.725308965;2.359029986;1.611978516;5.918088406;2.357925903;2.439036348;3.268001402;3.682205671;1.869514782;0.517086863;0.501385359;0.143098358;1.867493925;4.107983049
chr11:63933574..63933620,-;1.267550348;0.982827217;0.590789907;6.087321587;8.518136955;13.75067079;8.380962369;1.906911869;2.52911823;5.583810946;3.065027416;6.042279542;22.00894315;3.835608635;8.448865607;11.37501456;6.330601675;51.0667953;6.612935769;9.165512703;20.7926928;16.45055289;2.670735403;4.783053483;3.52373226;0.971753208;10.41578147;8.046314523
chr11:63953135..63953159,-;3.802651045;0.982827217;5.907899067;3.180924106;0.462942226;5.557875149;3.880380084;4.293670048;1.067688872;1.656007913;23.08613153;8.10533179;10.42378437;5.141706407;2.188128671;1.388670192;3.521727276;8.353087602;5.380697098;7.176009382;2.448276476;4.027878132;3.204882484;3.102521178;2.909385624;2.767065038;2.825993347;3.822588066
chr11:63953635..63953685,+;27.88610766;48.15853362;37.81055403;111.733643;92.58844516;142.5872951;122.7969414;142.4325476;120.8518795;111.6984996;89.34970741;60.68911028;146.2459916;234.5652074;122.5414811;95.23981908;121.955704;97.73690488;81.60024369;175.7530608;85.14390246;99.40078619;130.8660348;73.29706283;74.76499104;134.2477543;76.41267981;103.4064151
chr11:63953691..63953713,+;2.535100696;1.965654433;3.54473944;2.870661489;2.407299574;6.802144775;5.654886903;8.272292518;5.832304208;4.337522092;8.507420564;1.184744845;7.754041564;12.44501381;8.232405126;5.008448003;7.16568751;7.025887301;2.901641185;11.50962472;4.123138642;3.749539677;5.074397267;2.585434315;3.019780039;5.539649772;4.478614876;5.398647434
chr11:63974135..63974214,+;1.267550348;4.914136083;7.08947888;0.067019315;0;0.346644928;0;283.056752;0;0.127794226;113.3472562;2.388100645;31.92149244;0.061823123;0.305063676;0.359738076;0.186506824;0.40717023;0;0;2.449638508;0;0;0;0;62.17656068;0;29.56017249
chr11:63993601..63993689,-;26.61855731;16.70806268;15.95132748;15.35657724;11.75873254;20.25221944;19.19491315;6.460947141;9.496767606;17.17403715;9.132423721;16.07550541;21.97308748;13.77522223;18.85728605;18.00104014;20.89657675;30.65494464;24.48362482;19.25982418;28.82788692;28.12177266;18.42807428;24.04453913;18.30063734;9.246961148;17.53026976;13.71563748
chr11:63993738..63993778,+;20.28080557;18.67371712;23.04080636;21.13853;13.3327361;19.75184474;13.89556553;15.80792666;17.75272412;21.63984186;18.94514595;12.29940059;31.32397108;9.81438225;14.60894572;16.30456768;16.31033289;63.47301044;16.55283752;22.81940672;24.61894386;28.60107431;16.02441242;10.34173726;17.52324952;11.78847872;14.20027424;15.7097729
chr11:63993779..63993796,+;1.267550348;4.914136083;1.77236972;2.425350279;1.203649787;3.407529782;4.167281689;1.825570985;3.782276193;2.283980978;2.549215228;1.596116637;5.397710289;2.003637816;2.09322178;3.495847097;3.035224173;5.819539822;2.901641185;2.218686267;5.265567267;3.890736918;2.670735403;2.326890884;4.261968397;1.063485856;3.065618202;2.897708288
chr11:63997941..63997963,+;5.070201393;0.982827217;1.181579813;1.276580052;2.129534239;0.62281406;3.12680028;0.801870383;1.132418592;0.914966157;0.717066721;1.562803009;0.907666786;0.769521781;0.667406602;0.948668724;0.795942592;0;0.265938117;1.000030851;1.734761857;1.280063027;0.26707354;1.292717158;1.67233099;1.00580797;0.359437283;0.827686326
chr11:63998006..63998044,+;44.36426219;34.39895258;23.63159627;22.2931949;34.07254782;37.36275672;54.82460952;31.97431566;14.43116286;15.09943893;62.38152589;35.00046728;50.79398462;33.54592789;22.5865116;45.41565362;27.40499986;146.6405561;31.2176906;37.3431269;81.12824345;98.64442591;25.63905987;33.73991781;44.12772675;54.00724645;28.61147101;16.22941275
chr11:63998061..63998074,+;2.535100696;0.982827217;0.590789907;1.864605591;1.388826677;1.935371703;1.860799637;0.950501545;0.413009634;0.77559885;1.173453727;0.595626839;1.766696276;1.503082304;0.659878953;1.178545555;0.948377983;4.633573665;0.265938117;1.724463354;2.949377141;2.936495144;1.335367702;1.809804021;0.836149067;0.974909296;1.987306353;0.449399933
chr11:64001962..64002033,+;6.337751741;7.862617733;6.498688973;14.79599508;7.036721832;28.0724212;17.08601897;13.41375162;9.756355498;13.85997004;11.74893242;41.7901351;27.07721469;18.55357353;16.32842382;30.8939236;25.89269944;51.87763299;19.70857777;15.23078123;25.0329334;17.01639648;8.279279751;9.178291819;12.49206612;11.86222482;20.73255311;11.22585554
chr11:64002041..64002119,+;7.605302089;10.81109938;5.907899067;14.74258264;13.70308988;31.10231572;22.68412195;54.36663225;7.695794011;23.96818827;45.92078898;172.6255335;122.7629423;14.79732459;27.04688165;63.82248057;53.24686299;77.115056;37.7450135;15.92625894;43.61023821;16.89425599;14.42197118;42.53039448;19.12437064;7.76973531;24.20711351;21.98013173
chr11:64008443..64008477,+;1.267550348;1.965654433;2.953949533;6.057268787;5.92566049;2.447787811;5.161527695;4.793178169;4.700107696;6.929841755;5.258934644;0.663681076;5.690208024;4.376254272;2.479110628;1.708618701;2.289475542;6.661166638;4.848820865;7.930645727;2.841804802;6.406454914;4.540250186;1.680532305;3.356097006;0.624155384;1.747681497;3.77950329
chr11:64008525..64008585,+;254.77762;211.3078516;207.9580472;72.26536422;41.29444654;68.23852958;69.96039348;64.40160067;59.32272138;47.08407249;45.82084486;28.80120703;78.913235;57.59043623;58.57338655;60.4098539;75.04841802;98.1435589;70.11754848;63.98611705;92.12378421;95.58833907;41.12932521;28.95686433;54.09391729;20.10377468;44.8525064;66.74751766
chr11:64009072..64009137,+;25.35100696;10.81109938;12.40658804;12.03376301;12.03649787;10.60552197;9.570753387;13.45122539;8.50836884;12.18429467;10.18962406;9.237378937;11.01853962;4.922385325;10.25332417;11.51080633;10.79494525;15.60695242;8.391629245;11.27555066;8.381087697;13.76779152;4.273176646;4.136694904;10.67493707;7.012530801;6.441168769;12.72582674
chr11:64010933..64010938,+;2.535100696;3.931308867;1.77236972;0.539228291;0.277765335;0.756236415;1.000852415;0.649938453;0.628250128;0.24720559;0.413590032;0;0.269376123;0.45443564;1.442817632;1.352473199;0.851672348;0.633977064;1.959018729;0.45932771;0.321354984;0.753085654;0.26707354;0.90490201;1.158970948;0.481057025;0.813934535;0.812092142
chr11:64011475..64011486,+;2.535100696;0.982827217;1.77236972;0.13403863;0;0.251349545;0.039136231;0.127545142;0.047258366;0.029852841;0.117279418;0;0.163970051;0;0.049751601;0;0;1.038959977;0.132969058;0.04249826;0;0.197987968;0.26707354;0.129271716;0.03332433;0;0;0
chr11:64011513..64011543,+;12.67550348;9.828272167;4.726319253;1.441217095;0.925884452;1.184476745;0.983469562;0.871729978;0.309757225;0.969354809;1.463247675;0;0.640341916;0.578081887;0.930235723;2.389274723;1.047394382;0.845302753;1.438981544;1.184015939;1.642187233;0.469298771;0;1.292717158;1.468297742;0.501524061;1.268431786;1.518858294
chr11:64013419..64013440,+;1.267550348;1.965654433;0.590789907;18.73776081;6.11083738;3.154385053;4.159754097;2.725719969;32.23074525;31.73925268;0.563346794;0.942198812;3.99222038;2.033391662;10.47877602;17.09226709;10.60203181;9.052082874;11.93443762;7.505918859;0.821093617;1.211394157;6.943912049;8.53193324;22.88571474;0.839284608;10.32072151;22.25316044
chr11:64013702..64013719,-;3.802651045;1.965654433;0.590789907;0.1767696;0;0;0.038643468;1.147906282;0.784138678;0.568755775;0.31905162;0.400608266;0.426039901;0.342304556;0.519125377;0.146990302;0.360032388;1.884643495;0.918944359;0.435220425;0.547391305;0;0.26707354;0.646358579;0.334256906;0.361581791;0.359437283;0.558355384
chr11:64014379..64014428,-;6.337751741;10.81109938;7.680268787;62.71551566;38.14643941;43.64008691;44.36361697;25.29422545;45.95457435;59.55355579;13.54078472;12.26972254;39.01024601;25.80416177;49.30914691;35.90180125;50.3386857;108.7644407;31.70221064;47.12157146;28.25190473;46.13357297;48.87445788;21.71764825;48.231568;21.76760762;33.29205543;50.85296944
chr11:64018955..64019030,+;6.337751741;7.862617733;4.726319253;43.37792688;26.29511843;35.55962101;19.4476705;19.67370217;23.79444689;42.26733096;10.55612898;5.985196878;22.35015147;20.41166277;17.90807951;12.50687057;18.06178667;33.54801084;35.90076478;20.57750318;17.58051831;21.13947847;15.2231918;15.90042104;13.32966987;36.20589608;19.08388145;27.43523934
chr11:64037688..64037776,+;2.535100696;0.982827217;4.726319253;5.517030533;1.851768903;3.146855815;1.241025854;4.085890434;2.432819312;2.734877188;9.527764227;2.427923107;6.079517209;3.604137837;1.420245289;1.435359728;1.360196204;6.194668294;2.756833078;2.154090061;3.164521818;2.261386289;1.602441242;1.292717158;1.684272817;6.59245186;1.772433957;2.18838791
chr11:64052012..64052026,-;1.267550348;0.982827217;0.590789907;0.716299714;0.18517689;0;0.155559399;0.156002843;3.658641463;0.538902934;0.069090051;0;0.028044228;0.330789393;0.184935287;0.380459708;0.433752338;1.655268577;0.520037185;0.747344995;0.462964287;0.477120887;0;0.129271716;1.249536118;0;0;0.289562613
chr11:64052114..64052210,-;2.535100696;14.74240825;15.36053757;22.33165389;15.64744723;28.2699679;19.17443757;13.43725218;19.39267186;20.18965138;15.68827343;25.74646637;23.4722163;15.63707368;20.8022266;26.14824203;23.97484926;93.50736306;26.00821923;32.68577548;26.68323494;39.54193808;28.04272174;9.566106966;34.86815525;10.09690274;24.95074054;16.44194638
chr11:64052294..64052347,+;2.535100696;4.914136083;2.953949533;6.505189418;4.629422258;7.233975472;3.221698;1.403035262;6.160439489;5.71643381;2.30314699;1.984534395;14.14760148;6.641838727;4.451241044;4.650078445;6.642952234;10.6309088;4.594721797;5.768563633;5.502488575;8.911028094;3.739029565;6.722129219;5.799448806;1.071157647;9.217657196;3.889802216
chr11:64052649..64052689,+;1.267550348;0.982827217;1.181579813;1.136475143;0.648119116;0.455247697;0.311118799;4.267484091;1.43344014;0.825407634;1.979833508;0.827917302;1.296698065;0.161023275;0.312591325;0.462661978;0.397840119;4.243517973;2.103826835;0.635037059;0.665855288;0.745263538;0.26707354;0.646358579;1.716583545;5.431015807;1.962553893;0.128179095
chr11:64052692..64052747,+;1.267550348;2.94848165;1.181579813;2.068737307;0.740707561;0.335132727;1.127559265;9.593986896;2.530024932;1.321821241;3.249676749;2.045379432;3.118457011;1.244215427;1.292578649;1.601417965;1.553399848;10.16128845;1.583789651;1.190927043;0.939550941;0.612776288;1.602441242;1.163445442;1.582779422;5.970146959;2.896300855;1.458768654
chr11:64053311..64053387,+;1.267550348;2.94848165;2.363159627;2.971027935;1.759180458;6.710439759;6.887828058;1.641841892;2.931610001;3.484388429;1.124423386;1.306239032;11.34312957;5.408385465;4.095441586;7.196857739;6.90372869;12.31696651;9.963579847;5.704736534;8.167291735;12.09026674;3.471956025;7.62703123;8.054322506;0.450158351;4.933112127;4.91644573
chr11:64072981..64073005,+;20.28080557;13.75958103;17.7236972;12.58389334;6.481191161;7.824396615;6.216928143;8.762195909;6.970100576;9.450518648;6.643588761;11.22087465;8.854688647;3.497432947;4.355632155;6.170263579;5.769147523;10.33884777;8.149369225;7.250370482;6.87232887;5.198228908;5.341470807;2.973249462;5.726685675;4.529298872;5.172736983;7.669037265
chr11:64073006..64073017,+;2.535100696;1.965654433;4.135529347;3.488960389;1.574003568;1.161844939;0.311118799;2.845200673;1.418435595;2.491312445;2.220572101;1.592966243;3.973872785;1.052775532;0.646781415;0.861220182;1.09850261;3.185574074;1.438981544;0.896851835;1.650334838;3.123492845;1.068294161;0.646358579;1.650948487;1.053054218;1.412996673;1.407886786
chr11:64073022..64073056,+;31.68875871;27.51916207;39.58292375;24.0978665;12.4994401;11.50547106;7.524957252;11.8792044;17.96012003;25.85822998;9.7193209;15.92844909;24.35409509;5.219114339;6.334306038;4.331099375;6.509207461;45.53703798;9.854288886;12.44775397;7.743825857;17.91330713;5.074397267;6.463585788;5.555250269;4.816499581;5.747046662;8.59089127
chr11:64084785..64084786,-;2.535100696;1.965654433;1.181579813;1.124261323;1.018472897;0.874163605;0.520240705;0.280247218;1.388870663;0.352466432;0.645393787;0.720971786;0.352220192;0.329373623;1.221228283;1.196644051;1.217183649;2.225860825;0;0.970160006;0.796579606;2.184895303;1.068294161;0.387815147;0.600851549;1.242592952;0.359437283;0.928844685
chr11:64085000..64085043,-;91.26362507;95.33424002;108.7053428;185.4998259;191.3803161;252.9762728;167.8185028;90.2339561;225.2288039;190.0130286;120.9044318;143.4303337;174.4788216;122.9746497;131.2370267;155.9865854;168.0225117;441.9445932;156.0966716;252.4132107;222.6219577;346.0573888;209.3856556;153.9626135;155.8981169;117.5521231;119.940403;138.0561127
chr11:64085045..64085056,-;7.605302089;5.8969633;5.31710916;4.627743129;3.796126251;4.990478409;4.140892955;3.233706184;4.026396997;3.663993866;2.276128452;3.039591213;2.343912037;4.857462771;3.742584068;3.036777693;3.795295834;7.326867527;6.021864293;6.533190694;4.650108691;12.64279421;3.471956025;2.973249462;4.291205462;8.787334977;4.668734812;3.241715024
chr11:64085533..64085558,-;1.267550348;2.94848165;0.590789907;1.130246338;1.111061342;0.81520001;1.568049217;0.276176305;1.1348854;0.979864483;0.785249598;1.063058248;1.514192263;0.924574532;2.130849421;1.470872462;2.163401611;3.430810904;3.022771195;1.744427441;2.067008485;1.637172745;1.869514782;1.163445442;1.362497395;0.569831706;1.05355939;1.354450691
chr11:64085563..64085736,+;237.0319151;220.1532965;146.5158969;212.4120351;152.030227;216.4497378;212.1623836;79.38204591;333.2523491;216.8590085;41.00190989;165.9335117;154.4641711;129.3150389;237.1296986;235.4068515;226.9891572;489.6463372;222.7388255;192.9770317;264.6783394;456.793604;143.4184912;195.4588342;233.6610455;86.44465584;183.6332161;146.9473821
chr11:64085751..64085768,+;26.61855731;12.77675382;12.40658804;32.83961103;5.184952929;4.161971014;5.821086601;3.500711638;75.4176603;26.95366507;2.247619539;14.59605913;4.336338374;2.316515636;9.582284229;10.65454724;15.43379539;14.10798998;14.06194256;4.48299958;6.134320215;6.299215865;2.670735403;12.92717158;13.82453425;9.379614477;13.82003437;13.03320453
chr11:64107663..64107703,+;1.267550348;1.965654433;1.181579813;0;0;0;0;9.861328617;0;0;46.68786028;0.559162817;0.285120743;0;0;0;0;0;0;0;0;0;0;0;0;38.53259899;0;0
chr11:6411636..6411656,+;12.67550348;16.70806268;34.26581459;0.253010228;0;1.154315701;2.040640573;2.146449951;0.893437875;0.657250892;2.120266124;2.38401559;4.50764366;1.953329855;2.230352623;11.51356509;4.751296189;3.349376858;5.380697098;2.546433906;3.449109115;1.637172745;4.273176646;1.809804021;2.598031625;0.306663753;3.18543063;5.271946224
chr11:6411670..6411723,+;106.4742293;100.2483761;178.4185518;18.5554564;10.36990586;69.53869731;62.15639446;54.8279933;20.10470155;15.35695428;46.18338089;23.20543939;125.7903418;61.99658268;50.51164434;152.6342221;77.43379535;178.8419833;129.7369014;89.55416387;142.0316072;145.6467626;69.43912049;80.66555063;90.6537934;6.331107163;79.29318119;97.0106958
chr11:6412001..6412027,+;1.267550348;0.982827217;1.181579813;0.036583428;0.092588445;0.276169132;0.039136231;0.148631162;0;0;0.353855817;0.076586394;0.39111741;0.243104404;0.412094527;1.160447058;0.66180319;0;1.173043427;0.175709349;0.487478298;0.33364337;0.534147081;0.646358579;1.048069732;0;0.119812428;1.287907434
chr11:64126614..64126665,+;7.605302089;4.914136083;10.63421832;44.29439064;16.57333168;19.79570577;10.28927521;23.64165219;24.83347753;59.25276314;11.76765992;12.26382569;31.76721032;19.62178421;20.08339282;15.45192289;16.67085567;46.43837692;12.64663911;26.0895881;20.44679718;22.49425314;11.75123578;11.24663927;17.6822363;14.44280416;14.79933638;16.97872662
chr11:64388020..64388031,-;2.535100696;0.982827217;2.363159627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:64388073..64388092,-;15.21060418;4.914136083;2.953949533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.054521798;0;0
chr11:6452992..6453004,-;160.9788942;73.71204125;33.08423477;0;0;0;0;0;0;0;0;0.076586394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:64534394..64534412,-;1.267550348;1.965654433;2.363159627;0.143259943;0.092588445;0.300988719;0;0.078001422;0;0.029852841;0.283827791;0;0.072959105;0.048892191;0;0.063134335;0.0388593;0.211325688;0.132969058;0.04249826;0.047659331;0;0;0;0;0.054521798;0;0
